company_name,date,item_label,item_snippets_score,snippets_count,max_snippet_score,min_snippet_score,mean_snippet_score,std_snippet_score
BKR,2022-02-11,item_7,9,3,6,1,3.0,2.6457513110645907
BKR,2023-02-14,item_1a,35,10,7,1,3.5,1.6499158227686113
BKR,2024-02-05,item_1a,18,5,5,3,3.6,0.8944271909999159
BLDR,2021-02-26,item_1a,45,9,8,1,5.0,2.121320343559643
BLDR,2021-02-26,item_7,0,1,0,0,0.0,
BLDR,2022-03-01,item_1a,62,16,8,-1,3.875,2.1563858652847823
BLDR,2022-03-01,item_7,4,3,4,-2,1.3333333333333333,3.0550504633038935
BLDR,2023-02-28,item_1a,13,4,5,2,3.25,1.2583057392117916
BLDR,2023-02-28,item_7,2,1,2,2,2.0,
BLDR,2024-02-22,item_1a,4,1,4,4,4.0,
BMY,2021-02-10,item_1a,71,14,8,2,5.071428571428571,2.0926349130034314
BMY,2021-02-10,item_7,30,7,8,2,4.285714285714286,2.2886885410853175
BMY,2023-02-14,item_1a,27,8,4,0,3.375,1.407885953173359
BMY,2024-02-13,item_1a,28,10,6,0,2.8,2.043961295567452
BR,2024-08-06,item_1a,6,4,6,-1,1.5,3.1091263510296048
BRO,2021-02-23,item_1a,42,17,6,0,2.4705882352941178,1.736290840370052
BRO,2021-02-23,item_7,6,1,6,6,6.0,
BRO,2022-02-23,item_1a,33,9,8,1,3.6666666666666665,2.7386127875258306
BRO,2023-02-27,item_1a,34,11,7,1,3.090909090909091,2.0714509627092528
BRO,2024-02-22,item_1a,12,9,5,0,1.3333333333333333,1.8708286933869707
BSX,2024-02-20,item_1a,7,2,5,2,3.5,2.1213203435596424
BWA,2021-02-22,item_1a,60,11,8,3,5.454545454545454,1.694912172570388
BWA,2021-02-22,item_7,49,12,7,1,4.083333333333333,1.9286515936521476
BWA,2022-02-15,item_1a,77,14,8,3,5.5,1.5063966175050876
BWA,2022-02-15,item_7,27,6,6,2,4.5,1.378404875209022
BWA,2023-02-09,item_1a,36,7,7,3,5.142857142857143,1.3451854182690983
BWA,2023-02-09,item_7,6,1,6,6,6.0,
BWA,2024-02-08,item_1a,5,2,4,1,2.5,2.1213203435596424
BX,2021-02-26,item_1a,59,13,9,1,4.538461538461538,2.2216879699673027
BX,2021-02-26,item_7,20,4,9,1,5.0,4.08248290463863
BX,2022-02-25,item_1a,51,9,8,3,5.666666666666667,1.4999999999999998
BX,2023-02-24,item_1a,60,16,6,2,3.75,1.7320508075688772
BX,2023-02-24,item_7,2,1,2,2,2.0,
BX,2024-02-23,item_1a,69,15,7,1,4.6,1.5491933384829668
CAG,2021-07-23,item_1a,25,6,6,3,4.166666666666667,1.1690451944500122
CAG,2021-07-23,item_7,31,8,7,1,3.875,2.1671244937540095
CAG,2022-07-21,item_1a,34,10,7,2,3.4,1.429840705968481
CAG,2022-07-21,item_7,11,2,7,4,5.5,2.1213203435596424
CAG,2023-07-13,item_1a,13,2,7,6,6.5,0.7071067811865476
CAG,2024-07-11,item_1a,7,3,4,1,2.3333333333333335,1.5275252316519468
CAG,2024-07-11,item_7,1,1,1,1,1.0,
CARR,2021-02-09,item_1a,34,6,8,5,5.666666666666667,1.2110601416389966
CARR,2021-02-09,item_7,24,4,8,4,6.0,1.632993161855452
CAT,2021-02-17,item_1a,30,7,7,2,4.285714285714286,1.7994708216848745
CAT,2021-02-17,item_7,3,2,4,-1,1.5,3.5355339059327378
CAT,2022-02-16,item_1a,43,6,9,4,7.166666666666667,1.7224014243685082
CAT,2022-02-16,item_7,13,4,5,1,3.25,2.0615528128088303
CAT,2023-02-15,item_1a,55,10,7,2,5.5,1.8408935028645435
CAT,2024-02-16,item_1a,30,7,6,4,4.285714285714286,0.7559289460184545
CB,2021-02-25,item_1a,19,6,5,1,3.1666666666666665,1.6020819787597222
CB,2021-02-25,item_7,27,4,10,5,6.75,2.362907813126304
CB,2022-02-24,item_1a,37,7,8,2,5.285714285714286,2.0586634591635513
CB,2022-02-24,item_7,7,1,7,7,7.0,
CB,2023-02-24,item_1a,31,6,8,1,5.166666666666667,2.48327740429189
CB,2024-02-23,item_1a,6,2,4,2,3.0,1.4142135623730951
CB,2024-02-23,item_7,5,1,5,5,5.0,
CBOE,2021-02-19,item_1a,27,5,7,3,5.4,1.5165750888103102
CBOE,2021-02-19,item_7,18,5,7,1,3.6,2.7928480087537886
CBOE,2022-02-18,item_1a,37,8,8,2,4.625,1.7677669529663687
CBOE,2022-02-18,item_7,7,1,7,7,7.0,
CBOE,2023-02-17,item_1a,22,6,6,2,3.6666666666666665,1.3662601021279464
CBOE,2024-02-16,item_1a,28,6,6,4,4.666666666666667,0.8164965809277259
CBRE,2021-02-24,item_1a,98,16,8,3,6.125,1.707825127659933
CBRE,2021-02-24,item_7,10,2,7,3,5.0,2.8284271247461903
CBRE,2022-03-01,item_1a,37,8,7,-1,4.625,2.774243783705493
CBRE,2023-02-27,item_1a,12,3,9,1,4.0,4.358898943540674
CBRE,2023-02-27,item_7,10,3,7,1,3.3333333333333335,3.214550253664318
CBRE,2024-02-20,item_1a,13,3,6,3,4.333333333333333,1.5275252316519468
CBRE,2024-02-20,item_7,5,1,5,5,5.0,
CCI,2021-02-22,item_1a,24,9,5,-3,2.6666666666666665,2.5
CCI,2021-02-22,item_7,-3,1,-3,-3,-3.0,
CCI,2022-02-22,item_1a,42,9,9,-4,4.666666666666667,3.708099243547831
CCI,2022-02-22,item_7,-4,1,-4,-4,-4.0,
CCI,2023-02-24,item_1a,9,1,9,9,9.0,
CCI,2023-02-24,item_7,4,1,4,4,4.0,
CCI,2024-02-23,item_1a,7,1,7,7,7.0,
CCL,2024-01-26,item_1a,46,11,7,2,4.181818181818182,1.7215215257545762
CCL,2024-01-26,item_7,5,1,5,5,5.0,
CDNS,2021-02-22,item_1a,42,12,7,1,3.5,2.15322168769582
CDNS,2021-02-22,item_7,22,6,7,0,3.6666666666666665,2.6583202716502514
CDNS,2022-02-22,item_1a,49,13,7,-1,3.769230769230769,2.2043081361221617
CDNS,2022-02-22,item_7,12,7,7,-3,1.7142857142857142,3.147183169877773
CDNS,2023-02-13,item_1a,26,8,6,0,3.25,1.7525491637693282
CDNS,2023-02-13,item_7,7,4,4,0,1.75,2.06155281280883
CDNS,2024-02-14,item_1a,10,3,5,1,3.3333333333333335,2.0816659994661326
CDW,2021-02-26,item_1a,38,9,8,1,4.222222222222222,2.1081851067789197
CDW,2021-02-26,item_7,14,5,6,1,2.8,1.9235384061671346
CDW,2022-02-28,item_1a,70,10,9,6,7.0,1.0540925533894598
CDW,2022-02-28,item_7,12,2,6,6,6.0,0.0
CDW,2023-02-24,item_1a,50,11,8,1,4.545454545454546,2.2074254852038093
CDW,2023-02-24,item_7,2,1,2,2,2.0,
CDW,2024-02-26,item_1a,13,3,5,4,4.333333333333333,0.5773502691896258
CE,2021-02-11,item_1a,58,9,10,3,6.444444444444445,2.068278940998476
CE,2021-02-11,item_7,22,6,8,-5,3.6666666666666665,5.125101625008686
CE,2022-02-10,item_1a,22,5,6,2,4.4,1.8165902124584952
CE,2022-02-10,item_7,6,2,5,1,3.0,2.8284271247461903
CE,2023-02-24,item_1a,14,3,7,3,4.666666666666667,2.0816659994661326
CE,2023-02-24,item_7,8,2,4,4,4.0,0.0
CE,2024-02-23,item_1a,10,3,5,1,3.3333333333333335,2.0816659994661326
CEG,2022-02-25,item_1a,32,8,7,2,4.0,1.6903085094570331
CEG,2022-02-25,item_7,11,7,7,-2,1.5714285714285714,3.4086724129853865
CEG,2023-02-16,item_1a,26,8,7,0,3.25,2.1213203435596424
CF,2021-02-24,item_1a,47,11,7,-1,4.2727272727272725,2.3276988246295565
CF,2021-02-24,item_7,5,1,5,5,5.0,
CF,2022-02-24,item_1a,25,9,5,-2,2.7777777777777777,2.1666666666666665
CF,2022-02-24,item_7,5,1,5,5,5.0,
CF,2023-02-23,item_1a,6,1,6,6,6.0,
CF,2024-02-22,item_1a,10,2,6,4,5.0,1.4142135623730951
CFG,2023-02-17,item_1a,35,6,7,4,5.833333333333333,1.169045194450012
CFG,2024-02-16,item_1a,9,2,5,4,4.5,0.7071067811865476
CHD,2021-02-18,item_1a,41,8,7,3,5.125,1.3562026818605375
CHD,2021-02-18,item_7,21,5,6,2,4.2,1.7888543819998317
CHD,2022-02-17,item_1a,42,9,7,2,4.666666666666667,1.7320508075688772
CHD,2022-02-17,item_7,12,3,5,3,4.0,1.0
CHD,2023-02-16,item_1a,63,11,8,4,5.7272727272727275,1.1908743922772957
CHD,2023-02-16,item_7,5,1,5,5,5.0,
CHD,2024-02-15,item_1a,15,4,5,3,3.75,0.9574271077563381
CHD,2024-02-15,item_7,5,1,5,5,5.0,
CHRW,2021-02-19,item_1a,22,4,8,4,5.5,1.7320508075688774
CHRW,2021-02-19,item_7,40,8,7,2,5.0,1.6903085094570331
CHRW,2022-02-23,item_1a,20,4,7,3,5.0,1.8257418583505538
CHRW,2022-02-23,item_7,33,9,7,1,3.6666666666666665,1.9999999999999998
CHRW,2023-02-17,item_1a,25,5,8,1,5.0,2.7386127875258306
CHRW,2023-02-17,item_7,1,1,1,1,1.0,
CHRW,2024-02-16,item_1a,3,2,2,1,1.5,0.7071067811865476
CHTR,2021-01-29,item_1a,30,8,6,2,3.75,1.5811388300841895
CHTR,2021-01-29,item_7,68,16,8,-3,4.25,2.6708300832013507
CHTR,2022-01-28,item_1a,28,9,6,-1,3.111111111111111,2.3687784005919825
CHTR,2022-01-28,item_7,8,3,4,0,2.6666666666666665,2.3094010767585034
CHTR,2023-01-27,item_1a,6,1,6,6,6.0,
CHTR,2023-01-27,item_7,1,1,1,1,1.0,
CI,2021-02-25,item_1a,41,7,8,4,5.857142857142857,1.3451854182690985
CI,2021-02-25,item_7,16,3,6,5,5.333333333333333,0.5773502691896257
CI,2022-02-24,item_1a,43,8,8,3,5.375,1.4078859531733585
CI,2022-02-24,item_7,12,2,6,6,6.0,0.0
CI,2023-02-23,item_1a,41,8,9,3,5.125,2.167124493754009
CI,2024-02-29,item_1a,7,3,3,1,2.3333333333333335,1.1547005383792515
CINF,2021-02-25,item_1a,42,8,9,0,5.25,2.7124053637210745
CINF,2021-02-25,item_7,32,6,9,0,5.333333333333333,3.141125063837266
CINF,2022-02-24,item_1a,48,10,7,-1,4.8,2.3944379994757297
CINF,2022-02-24,item_7,32,9,6,-1,3.5555555555555554,2.6034165586355513
CINF,2023-02-23,item_1a,39,11,7,-4,3.5454545454545454,3.142089634737888
CINF,2023-02-23,item_7,15,6,6,-4,2.5,3.6193922141707713
CL,2021-02-18,item_1a,62,12,9,3,5.166666666666667,2.0816659994661326
CL,2021-02-18,item_7,94,24,8,-2,3.9166666666666665,2.282574188835104
CL,2022-02-17,item_1a,60,10,9,1,6.0,2.449489742783178
CL,2022-02-17,item_7,29,5,9,2,5.8,3.1144823004794873
CL,2023-02-16,item_1a,44,10,9,1,4.4,2.412928142780514
CL,2023-02-16,item_7,22,5,7,2,4.4,2.0736441353327724
CL,2024-02-15,item_1a,29,14,4,1,2.0714285714285716,0.7300459115473718
CL,2024-02-15,item_7,16,8,4,1,2.0,1.0690449676496976
CLX,2023-08-10,item_1a,26,6,7,2,4.333333333333333,1.8618986725025255
CLX,2024-08-08,item_1a,38,9,6,2,4.222222222222222,1.3944333775567925
CMCSA,2021-02-04,item_1a,31,6,8,2,5.166666666666667,2.0412414523193148
CMCSA,2021-02-04,item_7,55,10,8,4,5.5,1.178511301977579
CMCSA,2022-02-02,item_1a,27,5,7,3,5.4,1.6733200530681511
CMCSA,2022-02-02,item_7,23,6,7,3,3.8333333333333335,1.6020819787597222
CMCSA,2023-02-03,item_1a,24,4,7,5,6.0,1.1547005383792515
CMCSA,2023-02-03,item_7,21,5,6,0,4.2,2.3874672772626644
CMCSA,2024-01-31,item_1a,12,3,5,3,4.0,1.0
CMCSA,2024-01-31,item_7,3,1,3,3,3.0,
CME,2021-02-26,item_1a,71,18,8,2,3.9444444444444446,1.661757475835969
CME,2021-02-26,item_7,2,1,2,2,2.0,
CME,2022-02-25,item_1a,102,24,9,1,4.25,1.8237562766229862
CME,2022-02-25,item_7,3,1,3,3,3.0,
CME,2023-02-27,item_1a,65,18,7,1,3.611111111111111,1.500544563459581
CME,2023-02-27,item_7,2,1,2,2,2.0,
CME,2024-02-28,item_1a,3,1,3,3,3.0,
CMG,2021-02-10,item_1a,62,11,8,4,5.636363636363637,1.5015143870590968
CMG,2021-02-10,item_7,1,1,1,1,1.0,
CMG,2022-02-11,item_1a,47,9,7,4,5.222222222222222,1.2018504251546631
CMG,2022-02-11,item_7,2,1,2,2,2.0,
CMG,2023-02-09,item_1a,21,4,9,2,5.25,2.9860788111948193
CMG,2023-02-09,item_7,2,2,1,1,1.0,0.0
CMG,2024-02-08,item_1a,7,2,4,3,3.5,0.7071067811865476
CMG,2024-02-08,item_7,3,1,3,3,3.0,
CMI,2021-02-10,item_1a,68,13,8,2,5.230769230769231,2.1661735138967266
CMI,2021-02-10,item_7,17,4,7,2,4.25,2.6299556396765835
CMI,2022-02-08,item_1a,18,5,5,2,3.6,1.140175425099138
CMI,2022-02-08,item_7,15,3,7,3,5.0,2.0
CMI,2023-02-14,item_1a,7,3,4,0,2.3333333333333335,2.0816659994661326
CMI,2023-02-14,item_7,13,4,6,1,3.25,2.217355782608345
CMI,2024-02-12,item_1a,9,2,5,4,4.5,0.7071067811865476
CMI,2024-02-12,item_7,3,1,3,3,3.0,
CMS,2021-02-11,item_1a,23,5,7,3,4.6,1.816590212458495
CMS,2021-02-11,item_7,13,7,6,-2,1.8571428571428572,2.7945525240230875
CMS,2022-02-10,item_1a,27,9,6,0,3.0,2.1213203435596424
CMS,2022-02-10,item_7,3,3,3,0,1.0,1.7320508075688772
CMS,2023-02-09,item_1a,32,6,9,3,5.333333333333333,2.422120283277993
CMS,2023-02-09,item_7,7,3,3,1,2.3333333333333335,1.1547005383792515
CMS,2024-02-08,item_1a,5,1,5,5,5.0,
CNC,2021-02-22,item_1a,49,12,8,2,4.083333333333333,1.621353717973928
CNC,2021-02-22,item_7,24,5,6,3,4.8,1.3038404810405297
CNC,2022-02-22,item_1a,32,5,9,5,6.4,1.6733200530681511
CNC,2022-02-22,item_7,14,3,6,2,4.666666666666667,2.3094010767585034
CNC,2023-02-21,item_1a,21,8,4,1,2.625,1.0606601717798212
CNC,2024-02-20,item_1a,15,3,6,4,5.0,1.0
CNC,2024-02-20,item_7,17,4,5,3,4.25,0.957427107756338
CNP,2021-02-25,item_1a,82,14,8,2,5.857142857142857,1.9158104473902609
CNP,2021-02-25,item_7,59,9,8,4,6.555555555555555,1.5898986690282428
CNP,2022-02-22,item_1a,44,10,7,3,4.4,1.1737877907772671
CNP,2022-02-22,item_7,11,2,7,4,5.5,2.1213203435596424
CNP,2023-02-17,item_1a,25,5,7,2,5.0,2.0
CNP,2023-02-17,item_7,15,3,7,2,5.0,2.6457513110645907
CNP,2024-02-20,item_1a,17,4,5,3,4.25,0.9574271077563382
COF,2021-02-25,item_1a,62,14,7,3,4.428571428571429,1.650840611711114
COF,2021-02-25,item_7,29,6,9,1,4.833333333333333,2.786873995477131
COF,2022-02-25,item_1a,69,14,7,3,4.928571428571429,1.071611705960535
COF,2022-02-25,item_7,5,1,5,5,5.0,
COF,2023-02-24,item_1a,39,12,8,1,3.25,1.9598237397554634
COF,2023-02-24,item_7,4,1,4,4,4.0,
COF,2024-02-23,item_1a,17,6,6,1,2.8333333333333335,1.834847859269718
COO,2021-12-10,item_1a,50,13,7,1,3.8461538461538463,1.9935794376846323
COO,2021-12-10,item_7,20,6,7,2,3.3333333333333335,1.8618986725025255
COO,2024-12-06,item_1a,9,2,5,4,4.5,0.7071067811865476
COO,2024-12-06,item_7,5,1,5,5,5.0,
COR,2021-11-23,item_1a,100,17,9,3,5.882352941176471,1.45268514057488
COR,2021-11-23,item_7,6,1,6,6,6.0,
COR,2022-11-22,item_1a,53,19,6,1,2.789473684210526,1.4749368110164
COR,2022-11-22,item_7,3,1,3,3,3.0,
COR,2023-11-21,item_1a,27,6,6,3,4.5,1.0488088481701514
COR,2023-11-21,item_7,12,2,7,5,6.0,1.4142135623730951
COR,2024-11-26,item_1a,7,2,5,2,3.5,2.1213203435596424
COR,2024-11-26,item_7,0,1,0,0,0.0,
COST,2021-10-06,item_1a,97,16,9,4,6.0625,1.3889444433333777
COST,2022-10-05,item_1a,42,9,8,1,4.666666666666667,2.39791576165636
COST,2022-10-05,item_7,16,3,6,4,5.333333333333333,1.1547005383792515
COST,2023-10-11,item_1a,16,4,6,1,4.0,2.160246899469287
COST,2024-10-09,item_1a,17,6,5,0,2.8333333333333335,1.834847859269718
CPAY,2021-02-26,item_1a,29,6,6,3,4.833333333333333,1.1690451944500122
CPAY,2021-02-26,item_7,19,4,7,1,4.75,2.6299556396765835
CPAY,2022-03-01,item_1a,25,9,5,1,2.7777777777777777,1.3017082793177757
CPAY,2022-03-01,item_7,15,3,8,2,5.0,3.0
CPAY,2023-02-28,item_1a,31,10,6,1,3.1,1.66332999331662
CPAY,2023-02-28,item_7,6,1,6,6,6.0,
CPAY,2024-02-29,item_1a,14,4,5,2,3.5,1.7320508075688772
CPB,2021-09-23,item_1a,54,12,7,2,4.5,1.7320508075688772
CPB,2021-09-23,item_7,5,2,4,1,2.5,2.1213203435596424
CPB,2022-09-22,item_1a,42,7,9,3,6.0,2.309401076758503
CPB,2022-09-22,item_7,0,1,0,0,0.0,
CPB,2023-09-21,item_1a,15,5,5,1,3.0,1.8708286933869707
CPB,2023-09-21,item_7,4,1,4,4,4.0,
CPRT,2021-09-27,item_1a,28,6,7,2,4.666666666666667,1.8618986725025255
CPRT,2021-09-27,item_7,7,5,3,-2,1.4,2.073644135332772
CPRT,2022-09-27,item_1a,1,1,1,1,1.0,
CPRT,2022-09-27,item_7,24,6,6,1,4.0,1.7888543819998317
CPRT,2023-09-28,item_1a,6,2,4,2,3.0,1.4142135623730951
CPRT,2023-09-28,item_7,1,1,1,1,1.0,
CPRT,2024-09-30,item_1a,7,2,4,3,3.5,0.7071067811865476
CPT,2021-02-18,item_1a,85,14,10,3,6.071428571428571,2.017778127403648
CPT,2021-02-18,item_7,28,4,10,2,7.0,3.5590260840104366
CPT,2022-02-17,item_1a,42,13,7,1,3.230769230769231,1.6408253082847337
CPT,2022-02-17,item_7,23,4,9,1,5.75,3.593976442141304
CPT,2023-02-23,item_1a,22,6,6,1,3.6666666666666665,1.7511900715418263
CPT,2023-02-23,item_7,4,2,3,1,2.0,1.4142135623730951
CPT,2024-02-22,item_1a,4,1,4,4,4.0,
CRL,2021-02-17,item_1a,64,14,8,1,4.571428571428571,1.6967972416057489
CRL,2021-02-17,item_7,13,3,5,4,4.333333333333333,0.5773502691896258
CRL,2022-02-16,item_1a,57,10,8,4,5.7,1.4181364924121764
CRL,2022-02-16,item_7,17,4,8,1,4.25,2.872281323269014
CRL,2023-02-22,item_1a,49,15,6,-2,3.2666666666666666,1.7915143899851345
CRL,2024-02-14,item_1a,24,5,8,2,4.8,2.16794833886788
CRM,2021-03-17,item_1a,35,9,7,2,3.888888888888889,1.4529663145135578
CRM,2021-03-17,item_7,25,5,7,2,5.0,2.345207879911715
CRM,2022-03-11,item_1a,41,7,9,3,5.857142857142857,2.2677868380553634
CRM,2022-03-11,item_7,6,1,6,6,6.0,
CRM,2023-03-08,item_1a,41,6,9,3,6.833333333333333,2.3166067138525404
CRM,2024-03-06,item_1a,8,2,4,4,4.0,0.0
CRWD,2021-03-18,item_1a,48,8,9,2,6.0,2.32992949004287
CRWD,2021-03-18,item_7,15,5,5,0,3.0,2.0
CRWD,2022-03-16,item_1a,39,10,7,0,3.9,2.2335820757001272
CRWD,2022-03-16,item_7,2,3,2,-2,0.6666666666666666,2.3094010767585034
CRWD,2023-03-09,item_1a,48,11,8,2,4.363636363636363,2.157439559882375
CRWD,2024-03-07,item_1a,18,4,6,1,4.5,2.3804761428476167
CSCO,2021-09-09,item_1a,78,15,8,3,5.2,1.61245154965971
CSCO,2021-09-09,item_7,28,5,8,3,5.6,2.3021728866442674
CSCO,2022-09-08,item_1a,53,10,8,2,5.3,2.057506581601462
CSCO,2022-09-08,item_7,23,4,8,2,5.75,2.6299556396765835
CSCO,2023-09-07,item_1a,4,2,3,1,2.0,1.4142135623730951
CSCO,2024-09-05,item_1a,5,2,4,1,2.5,2.1213203435596424
CSGP,2021-02-24,item_1a,38,11,6,1,3.4545454545454546,1.694912172570388
CSGP,2021-02-24,item_7,16,6,6,0,2.6666666666666665,2.6583202716502514
CSGP,2022-02-23,item_1a,28,5,8,3,5.6,1.9493588689617927
CSGP,2022-02-23,item_7,-5,3,2,-4,-1.6666666666666667,3.214550253664318
CSGP,2023-02-22,item_1a,32,11,6,1,2.909090909090909,1.4459976109624424
CSGP,2023-02-22,item_7,9,4,3,2,2.25,0.5
CSGP,2024-02-22,item_1a,20,6,5,1,3.3333333333333335,1.5055453054181618
CSGP,2024-02-22,item_7,6,2,4,2,3.0,1.4142135623730951
CSX,2021-02-10,item_1a,27,5,8,3,5.4,1.9493588689617927
CSX,2021-02-10,item_7,27,5,8,1,5.4,2.701851217221259
CSX,2022-02-16,item_1a,31,8,6,1,3.875,1.9594095320493148
CSX,2022-02-16,item_7,12,5,7,0,2.4,3.361547262794322
CSX,2023-02-15,item_1a,40,8,8,3,5.0,1.5118578920369088
CSX,2024-02-14,item_1a,20,7,4,1,2.857142857142857,1.0690449676496976
CTAS,2021-07-28,item_1a,18,8,6,1,2.25,1.5811388300841898
CTAS,2021-07-28,item_7,27,9,5,0,3.0,1.5
CTAS,2022-07-27,item_1a,19,7,7,0,2.7142857142857144,2.627691364061218
CTAS,2022-07-27,item_7,13,5,6,-2,2.6,3.209361307176242
CTAS,2023-07-27,item_1a,20,5,5,3,4.0,1.0
CTAS,2024-07-25,item_1a,11,4,4,1,2.75,1.5000000000000002
CTSH,2021-02-12,item_1a,65,12,8,3,5.416666666666667,1.781640374554423
CTSH,2021-02-12,item_7,28,5,8,3,5.6,2.073644135332772
CTSH,2022-02-16,item_1a,88,13,9,4,6.769230769230769,1.3008872711759816
CTSH,2022-02-16,item_7,7,1,7,7,7.0,
CTSH,2023-02-15,item_1a,52,11,8,1,4.7272727272727275,2.4936282437809005
CTSH,2024-02-14,item_1a,26,6,6,2,4.333333333333333,1.3662601021279464
CTVA,2021-02-11,item_1a,33,9,5,1,3.6666666666666665,1.2247448713915894
CTVA,2021-02-11,item_7,-1,1,-1,-1,-1.0,
CTVA,2022-02-10,item_1a,40,7,8,2,5.714285714285714,2.0586634591635513
CTVA,2023-02-09,item_1a,56,11,8,3,5.090909090909091,1.3751033019046572
CTVA,2023-02-09,item_7,3,1,3,3,3.0,
CTVA,2024-02-08,item_1a,30,7,5,4,4.285714285714286,0.48795003647426666
CVS,2021-02-16,item_1a,45,7,7,6,6.428571428571429,0.5345224838248488
CVS,2021-02-16,item_7,6,1,6,6,6.0,
CVS,2022-02-09,item_1a,39,7,9,4,5.571428571428571,1.9023794624226835
CVS,2023-02-08,item_1a,58,11,7,2,5.2727272727272725,1.3483997249264843
CVS,2023-02-08,item_7,8,2,6,2,4.0,2.8284271247461903
CVS,2024-02-07,item_1a,36,7,7,3,5.142857142857143,1.2149857925879117
CVS,2024-02-07,item_7,3,1,3,3,3.0,
CVX,2021-02-25,item_1a,81,14,9,3,5.785714285714286,1.6256866681058635
CVX,2022-02-24,item_1a,69,13,8,3,5.3076923076923075,1.5483655567842816
CVX,2023-02-23,item_1a,35,11,5,1,3.1818181818181817,1.4012980994907414
CVX,2024-02-26,item_1a,5,1,5,5,5.0,
CZR,2021-03-01,item_1a,27,8,6,1,3.375,1.9226098333849673
CZR,2021-03-01,item_7,10,2,5,5,5.0,0.0
CZR,2022-02-24,item_1a,40,7,8,2,5.714285714285714,1.9760470401187074
CZR,2022-02-24,item_7,7,1,7,7,7.0,
CZR,2023-02-22,item_1a,39,8,8,1,4.875,2.416461403433896
CZR,2024-02-20,item_1a,31,6,6,4,5.166666666666667,0.7527726527090811
D,2024-02-23,item_1a,13,5,3,2,2.6,0.5477225575051661
D,2024-02-23,item_7,2,1,2,2,2.0,
DAL,2021-02-12,item_1a,81,14,9,1,5.785714285714286,1.928673175989187
DAL,2021-02-12,item_7,18,3,7,5,6.0,1.0
DAL,2022-02-11,item_1a,55,9,9,1,6.111111111111111,2.666666666666667
DAL,2023-02-10,item_1a,51,8,8,4,6.375,1.407885953173359
DAL,2023-02-10,item_7,8,1,8,8,8.0,
DAL,2024-02-12,item_1a,34,7,6,4,4.857142857142857,0.8997354108424372
DAY,2021-02-26,item_1a,33,9,6,1,3.6666666666666665,1.8708286933869707
DAY,2021-02-26,item_7,9,3,7,0,3.0,3.605551275463989
DAY,2022-02-28,item_1a,19,3,8,5,6.333333333333333,1.5275252316519465
DAY,2022-02-28,item_7,19,3,7,5,6.333333333333333,1.1547005383792515
DAY,2023-03-01,item_1a,16,3,6,5,5.333333333333333,0.5773502691896257
DAY,2023-03-01,item_7,19,5,8,1,3.8,2.949576240750525
DAY,2024-02-28,item_1a,14,3,6,3,4.666666666666667,1.5275252316519468
DD,2021-02-12,item_1a,43,10,6,3,4.3,0.9486832980505138
DD,2021-02-12,item_7,24,4,10,4,6.0,2.70801280154532
DD,2022-02-11,item_1a,54,13,8,-1,4.153846153846154,2.034951016861497
DD,2022-02-11,item_7,8,2,4,4,4.0,0.0
DD,2023-02-15,item_1a,52,11,7,1,4.7272727272727275,2.053821272209882
DD,2023-02-15,item_7,5,1,5,5,5.0,
DD,2024-02-15,item_1a,18,4,6,2,4.5,1.7320508075688772
DD,2024-02-15,item_7,0,2,2,-2,0.0,2.8284271247461903
DE,2021-12-16,item_1a,82,12,9,4,6.833333333333333,1.337115846843043
DE,2022-12-15,item_1a,17,5,6,1,3.4,2.073644135332772
DE,2023-12-15,item_1a,11,3,6,1,3.6666666666666665,2.5166114784235836
DE,2024-12-12,item_1a,13,4,5,2,3.25,1.2583057392117916
DELL,2021-03-26,item_1a,73,16,7,2,4.5625,1.5478479684172255
DELL,2021-03-26,item_7,16,4,6,2,4.0,1.8257418583505538
DELL,2022-03-24,item_1a,86,13,8,5,6.615384615384615,0.869718492622904
DELL,2022-03-24,item_7,24,4,7,5,6.0,0.816496580927726
DELL,2023-03-30,item_1a,19,8,5,0,2.375,1.5979898086569353
DELL,2024-03-25,item_1a,16,5,5,1,3.2,1.6431676725154984
DFS,2021-02-17,item_1a,36,9,8,1,4.0,2.692582403567252
DFS,2021-02-17,item_7,14,3,6,2,4.666666666666667,2.3094010767585034
DFS,2022-02-24,item_1a,53,8,9,5,6.625,1.5979898086569355
DFS,2022-02-24,item_7,8,1,8,8,8.0,
DFS,2023-02-23,item_1a,15,4,6,1,3.75,2.6299556396765835
DFS,2024-02-23,item_1a,9,2,5,4,4.5,0.7071067811865476
DG,2021-03-19,item_1a,43,13,6,-2,3.3076923076923075,2.323238235187235
DG,2021-03-19,item_7,20,6,6,-2,3.3333333333333335,2.8751811537130436
DG,2022-03-18,item_1a,67,11,9,4,6.090909090909091,1.4459976109624424
DG,2022-03-18,item_7,44,6,9,6,7.333333333333333,1.0327955589886446
DG,2023-03-24,item_1a,20,5,6,2,4.0,1.5811388300841898
DG,2023-03-24,item_7,5,1,5,5,5.0,
DG,2024-03-25,item_1a,9,3,4,2,3.0,1.0
DG,2024-03-25,item_7,9,3,6,-1,3.0,3.605551275463989
DGX,2021-02-22,item_1a,56,13,8,1,4.3076923076923075,1.9315199276138029
DGX,2022-02-28,item_1a,120,23,9,0,5.217391304347826,2.354039501853056
DGX,2023-02-21,item_1a,38,12,8,1,3.1666666666666665,2.5524794837866014
DGX,2024-02-22,item_1a,19,9,5,1,2.111111111111111,1.4529663145135576
