company_name,date,item_1a_scores,item_7_scores,total_scores
AXON,2024-02-27,"[4, 2, 1]",[],"[4, 2, 1]"
AXP,2022-02-11,"[8, 9, 10, 8, 6, 7, 6, 3, 2, 4, 3, 4, 5]","[9, 10]","[8, 9, 10, 8, 6, 7, 6, 3, 2, 4, 3, 4, 5, 9, 10]"
AXP,2023-02-10,"[5, 7, 4, 4, 2, 2, 2]",[7],"[5, 7, 4, 4, 2, 2, 2, 7]"
AXP,2024-02-09,"[3, 3, 4, 3]",[],"[3, 3, 4, 3]"
AZO,2021-10-25,"[8, 5, 5, 4, 4, 4, 7, 7, 3, 3, 5, 3, 7, 2, 6, 7]","[5, 3, 3, 8, 6, 7]","[8, 5, 5, 4, 4, 4, 7, 7, 3, 3, 5, 3, 7, 2, 6, 7, 5, 3, 3, 8, 6, 7]"
AZO,2022-10-24,"[7, 5, 1]","[9, 2]","[7, 5, 1, 9, 2]"
AZO,2023-10-24,"[6, 2, 1]","[7, 4]","[6, 2, 1, 7, 4]"
AZO,2024-10-28,"[6, 4, 3]","[4, 1]","[6, 4, 3, 4, 1]"
A,2021-12-17,"[7, 7, 5, 5, 5, 4, 2, 3, 4, 4]",[],"[7, 7, 5, 5, 5, 4, 2, 3, 4, 4]"
A,2022-12-21,"[9, 7, 6, 6, 9, 7, 3, 3, 5]",[],"[9, 7, 6, 6, 9, 7, 3, 3, 5]"
A,2024-12-20,"[5, 5, 4, 4, 4]",[],"[5, 5, 4, 4, 4]"
BAC,2021-02-24,"[7, 8, 7, 5, 4, 4, 3, 4, 4, 4]","[7, 5, 4, 3, 4]","[7, 8, 7, 5, 4, 4, 3, 4, 4, 4, 7, 5, 4, 3, 4]"
BAC,2022-02-22,"[6, 7, 8, 4, 5, 5]","[6, 5]","[6, 7, 8, 4, 5, 5, 6, 5]"
BAC,2023-02-22,"[9, 7, 5, 7, 5]",[5],"[9, 7, 5, 7, 5, 5]"
BAC,2024-02-20,"[3, 3, 4, 5, 4]",[4],"[3, 3, 4, 5, 4, 4]"
BALL,2021-02-17,"[5, 3, 0, 0, 7, 2]","[6, 8]","[5, 3, 0, 0, 7, 2, 6, 8]"
BALL,2022-02-16,"[7, 2, -1, -2, 3, 7, 0]","[3, -2, -3, 6, 2]","[7, 2, -1, -2, 3, 7, 0, 3, -2, -3, 6, 2]"
BALL,2023-02-21,"[5, 2, -5, 4, 6, 0]","[4, 4]","[5, 2, -5, 4, 6, 0, 4, 4]"
BALL,2024-02-20,"[4, 3]",[2],"[4, 3, 2]"
BAX,2021-02-11,"[9, 4, 4, 8, 4, 6, 7, 8, 8, 9, 4, 7, 8, 6, 6, 8, 6, 5, 6, 7, 5, 6, 6, 7, 8, 5, 8, 6, 6, 6]","[9, 8, 4, 6, 7]","[9, 4, 4, 8, 4, 6, 7, 8, 8, 9, 4, 7, 8, 6, 6, 8, 6, 5, 6, 7, 5, 6, 6, 7, 8, 5, 8, 6, 6, 6, 9, 8, 4, 6, 7]"
BAX,2022-02-23,"[8, 2, 7, 3, 4, 6, 7, 2, 4, 6, 5, 3, 4, 1, 2, 3, 3, 3, 2, 5, 3, 3]","[8, 7, 3, 2]","[8, 2, 7, 3, 4, 6, 7, 2, 4, 6, 5, 3, 4, 1, 2, 3, 3, 3, 2, 5, 3, 3, 8, 7, 3, 2]"
BAX,2023-02-09,"[8, 9, 7, 8, 7, 7, 4, 6, 3, 4, 5, 1]","[8, 4, 5, 1]","[8, 9, 7, 8, 7, 7, 4, 6, 3, 4, 5, 1, 8, 4, 5, 1]"
BAX,2024-02-08,"[4, 6, 6, 5, 6, 5, 5]",[],"[4, 6, 6, 5, 6, 5, 5]"
BA,2021-02-01,"[8, 7, 7, 7, 4, 7, 5, 7, 9]","[7, 9, 7, 5]","[8, 7, 7, 7, 4, 7, 5, 7, 9, 7, 9, 7, 5]"
BA,2022-01-31,"[8, 6, 7, 4, 5, 8, 8, 7, 6, 4, 6, 6, 7, 6, 7, 8, 6, 5, 6, 5, 9]","[4, 6, 6, 5, 6]","[8, 6, 7, 4, 5, 8, 8, 7, 6, 4, 6, 6, 7, 6, 7, 8, 6, 5, 6, 5, 9, 4, 6, 6, 5, 6]"
BA,2023-01-27,"[1, 9, 6]","[9, 6, 3, 6, 6]","[1, 9, 6, 9, 6, 3, 6, 6]"
BA,2024-01-31,"[2, 2]","[2, 0, 2, 0]","[2, 2, 2, 0, 2, 0]"
BBY,2021-03-19,"[3, 6, 6, 3, 4, 3, 3, 4, 3, 6, 4, 4, 2, 3, 1, 2]",[],"[3, 6, 6, 3, 4, 3, 3, 4, 3, 6, 4, 4, 2, 3, 1, 2]"
BBY,2022-03-18,"[5, 7, 4, 2, 5, 5, 3, 4, 1, 5, 2, 3, 5, 2, 2, 6, 2, 1, 5]",[],"[5, 7, 4, 2, 5, 5, 3, 4, 1, 5, 2, 3, 5, 2, 2, 6, 2, 1, 5]"
BBY,2023-03-17,"[3, 3, 6, 9, 4, 6, 8]",[],"[3, 3, 6, 9, 4, 6, 8]"
BBY,2024-03-15,"[4, 5, 4, 4, 3, 2, 3]",[],"[4, 5, 4, 4, 3, 2, 3]"
BDX,2021-11-24,"[7, 5, 7, 3, 4, 5, 5, 4, 3, 4, 1, 4, 3, 2]","[3, 5, 1]","[7, 5, 7, 3, 4, 5, 5, 4, 3, 4, 1, 4, 3, 2, 3, 5, 1]"
BDX,2022-11-22,"[7, 2, 5, 6, 5, 3, 6, 4, 3, 2, 2, 3]","[4, 2, 2, 4]","[7, 2, 5, 6, 5, 3, 6, 4, 3, 2, 2, 3, 4, 2, 2, 4]"
BDX,2023-11-21,"[5, 4, 5, 5, 2, 2]",[5],"[5, 4, 5, 5, 2, 2, 5]"
BDX,2024-11-27,"[4, 4, 5, 1, 1]",[4],"[4, 4, 5, 1, 1, 4]"
BEN,2021-11-19,"[8, 9, 7, 8, 8, 9, 8, 9, 9, 8, 7, 6, 7, 7, 6, 7, 8, 7]","[9, 9, 8]","[8, 9, 7, 8, 8, 9, 8, 9, 9, 8, 7, 6, 7, 7, 6, 7, 8, 7, 9, 9, 8]"
BEN,2022-11-14,"[4, 7, 2, 5, 2, 4, 7, 3, 2, 4]",[],"[4, 7, 2, 5, 2, 4, 7, 3, 2, 4]"
BEN,2023-11-14,"[6, 7, 3, 6, 4, 4, 3]",[],"[6, 7, 3, 6, 4, 4, 3]"
BEN,2024-11-12,"[5, 6, 4, 5, 4, 4, 4]",[],"[5, 6, 4, 5, 4, 4, 4]"
BFB,2021-06-21,"[6, 8, 9, 9, 8, 7, 5, 8, 8, 6, 5, 5]","[2, 7]","[6, 8, 9, 9, 8, 7, 5, 8, 8, 6, 5, 5, 2, 7]"
BFB,2022-06-17,"[7, 2, 5, 4, 7, 4, 8, 8, 8, 6, 6, 3, 1, 4, 4, 6]",[-1],"[7, 2, 5, 4, 7, 4, 8, 8, 8, 6, 6, 3, 1, 4, 4, 6, -1]"
BFB,2023-06-16,"[8, 7, 3, 3, 5, 6, 4, 1, 3]",[],"[8, 7, 3, 3, 5, 6, 4, 1, 3]"
BFB,2024-06-14,"[3, 5, 6, 4, 2, 6]",[],"[3, 5, 6, 4, 2, 6]"
BG,2024-02-22,"[1, 3, 5, 3, 3, 2]",[],"[1, 3, 5, 3, 3, 2]"
BIIB,2021-02-03,"[6, 5, 5, 4, 2, 4, 3, 3, 6, 3, 2, 2, 3, 3]","[2, 6, 3]","[6, 5, 5, 4, 2, 4, 3, 3, 6, 3, 2, 2, 3, 3, 2, 6, 3]"
BIIB,2022-02-03,"[7, 6, 6, 6, 5, 7, 7, 5, 5, 5, 6, 5, 5]","[7, 5, 6, 7, 3]","[7, 6, 6, 6, 5, 7, 7, 5, 5, 5, 6, 5, 5, 7, 5, 6, 7, 3]"
BIIB,2023-02-15,"[5, 5, 2, 4, 5, 3, 3, 4, 3, 2, 3, 3]","[3, 3, 3]","[5, 5, 2, 4, 5, 3, 3, 4, 3, 2, 3, 3, 3, 3, 3]"
BIIB,2024-02-14,"[7, 6, 4, 4, 2]",[7],"[7, 6, 4, 4, 2, 7]"
BKNG,2021-02-24,"[7, 7, 7, 8, 6, 9, 6, 5, 4, 4, 4, 4]","[7, 7, 8, 6, 5, 4, 4]","[7, 7, 7, 8, 6, 9, 6, 5, 4, 4, 4, 4, 7, 7, 8, 6, 5, 4, 4]"
BKNG,2022-02-23,"[9, 8, 5, 2, 4, 1, 2, 6, 7, 6]",[9],"[9, 8, 5, 2, 4, 1, 2, 6, 7, 6, 9]"
BKNG,2023-02-23,"[4, 8, 4, 7, 3, 3, 5, 1, 7, 4, 3, 5, 5, 4, 4]","[4, 8]","[4, 8, 4, 7, 3, 3, 5, 1, 7, 4, 3, 5, 5, 4, 4, 4, 8]"
BKNG,2024-02-22,"[5, 5, 1, 1]",[-2],"[5, 5, 1, 1, -2]"
BKR,2021-02-25,"[3, 9, 6, 3, 4, 5, 4, 4, 4]","[6, 3, 5, 6, 3, 0, 0]","[3, 9, 6, 3, 4, 5, 4, 4, 4, 6, 3, 5, 6, 3, 0, 0]"
BKR,2022-02-11,"[2, 8, 5, 1, 6, 8, 5, 5, 5]","[1, 2, 6]","[2, 8, 5, 1, 6, 8, 5, 5, 5, 1, 2, 6]"
BKR,2023-02-14,"[7, 3, 4, 3, 4, 5, 3, 1, 3, 2]",[],"[7, 3, 4, 3, 4, 5, 3, 1, 3, 2]"
BKR,2024-02-05,"[5, 3, 4, 3, 3]",[],"[5, 3, 4, 3, 3]"
BK,2022-02-25,[],[],[]
BK,2023-02-27,[],[],[]
BK,2024-02-28,[],[],[]
BLDR,2021-02-26,"[8, 7, 5, 6, 5, 4, 1, 6, 3]",[0],"[8, 7, 5, 6, 5, 4, 1, 6, 3, 0]"
BLDR,2022-03-01,"[5, 8, 6, 4, 5, 5, 5, 3, 2, 3, 3, 1, -1, 3, 4, 6]","[2, -2, 4]","[5, 8, 6, 4, 5, 5, 5, 3, 2, 3, 3, 1, -1, 3, 4, 6, 2, -2, 4]"
BLDR,2023-02-28,"[3, 5, 3, 2]",[2],"[3, 5, 3, 2, 2]"
BLDR,2024-02-22,[4],[],[4]
BMY,2021-02-10,"[8, 8, 3, 7, 5, 7, 5, 7, 3, 4, 2, 3, 6, 3]","[8, 7, 3, 4, 2, 3, 3]","[8, 8, 3, 7, 5, 7, 5, 7, 3, 4, 2, 3, 6, 3, 8, 7, 3, 4, 2, 3, 3]"
BMY,2023-02-14,"[4, 4, 4, 4, 0, 3, 4, 4]",[],"[4, 4, 4, 4, 0, 3, 4, 4]"
BMY,2024-02-13,"[4, 6, 0, 5, 4, 2, 4, 1, 1, 1]",[],"[4, 6, 0, 5, 4, 2, 4, 1, 1, 1]"
BRO,2021-02-23,"[5, 5, 1, 2, 3, 2, 1, 1, 2, 2, 5, 2, 2, 2, 1, 0, 6]",[6],"[5, 5, 1, 2, 3, 2, 1, 1, 2, 2, 5, 2, 2, 2, 1, 0, 6, 6]"
BRO,2022-02-23,"[8, 7, 4, 2, 6, 3, 1, 1, 1]",[],"[8, 7, 4, 2, 6, 3, 1, 1, 1]"
BRO,2023-02-27,"[7, 6, 1, 4, 3, 3, 1, 4, 1, 1, 3]",[],"[7, 6, 1, 4, 3, 3, 1, 4, 1, 1, 3]"
BRO,2024-02-22,"[4, 5, 1, 1, 1, 0, 0, 0, 0]",[],"[4, 5, 1, 1, 1, 0, 0, 0, 0]"
BR,2024-08-06,"[6, 0, 1, -1]",[],"[6, 0, 1, -1]"
BSX,2024-02-20,"[5, 2]",[],"[5, 2]"
BWA,2021-02-22,"[5, 7, 7, 8, 3, 7, 4, 6, 3, 5, 5]","[4, 5, 5, 5, 5, 5, 2, 1, 7, 6, 3, 1]","[5, 7, 7, 8, 3, 7, 4, 6, 3, 5, 5, 4, 5, 5, 5, 5, 5, 2, 1, 7, 6, 3, 1]"
BWA,2022-02-15,"[6, 7, 8, 8, 4, 6, 5, 6, 4, 5, 4, 3, 6, 5]","[6, 4, 5, 5, 5, 2]","[6, 7, 8, 8, 4, 6, 5, 6, 4, 5, 4, 3, 6, 5, 6, 4, 5, 5, 5, 2]"
BWA,2023-02-09,"[6, 5, 6, 7, 5, 3, 4]",[6],"[6, 5, 6, 7, 5, 3, 4, 6]"
BWA,2024-02-08,"[4, 1]",[],"[4, 1]"
BX,2021-02-26,"[9, 8, 3, 5, 5, 5, 4, 4, 6, 4, 3, 2, 1]","[9, 8, 2, 1]","[9, 8, 3, 5, 5, 5, 4, 4, 6, 4, 3, 2, 1, 9, 8, 2, 1]"
BX,2022-02-25,"[6, 7, 8, 7, 5, 5, 5, 5, 3]",[],"[6, 7, 8, 7, 5, 5, 5, 5, 3]"
BX,2023-02-24,"[6, 2, 5, 6, 2, 6, 5, 2, 5, 5, 5, 2, 2, 3, 2, 2]",[2],"[6, 2, 5, 6, 2, 6, 5, 2, 5, 5, 5, 2, 2, 3, 2, 2, 2]"
BX,2024-02-23,"[7, 5, 5, 6, 6, 5, 5, 5, 5, 5, 2, 5, 3, 4, 1]",[],"[7, 5, 5, 6, 6, 5, 5, 5, 5, 5, 2, 5, 3, 4, 1]"
CAG,2021-07-23,"[4, 3, 5, 6, 3, 4]","[4, 7, 6, 5, 3, 1, 4, 1]","[4, 3, 5, 6, 3, 4, 4, 7, 6, 5, 3, 1, 4, 1]"
CAG,2022-07-21,"[4, 3, 3, 3, 4, 2, 2, 3, 7, 3]","[4, 7]","[4, 3, 3, 3, 4, 2, 2, 3, 7, 3, 4, 7]"
CAG,2023-07-13,"[7, 6]",[],"[7, 6]"
CAG,2024-07-11,"[4, 2, 1]",[1],"[4, 2, 1, 1]"
CARR,2021-02-09,"[8, 5, 5, 5, 6, 5]","[8, 6, 6, 4]","[8, 5, 5, 5, 6, 5, 8, 6, 6, 4]"
CAT,2021-02-17,"[4, 6, 3, 7, 3, 5, 2]","[-1, 4]","[4, 6, 3, 7, 3, 5, 2, -1, 4]"
CAT,2022-02-16,"[7, 8, 9, 8, 7, 4]","[1, 5, 2, 5]","[7, 8, 9, 8, 7, 4, 1, 5, 2, 5]"
CAT,2023-02-15,"[7, 7, 6, 6, 3, 7, 7, 4, 6, 2]",[],"[7, 7, 6, 6, 3, 7, 7, 4, 6, 2]"
CAT,2024-02-16,"[4, 4, 4, 4, 6, 4, 4]",[],"[4, 4, 4, 4, 6, 4, 4]"
CBOE,2021-02-19,"[6, 5, 7, 6, 3]","[6, 7, 1, 1, 3]","[6, 5, 7, 6, 3, 6, 7, 1, 1, 3]"
CBOE,2022-02-18,"[4, 6, 4, 5, 4, 8, 2, 4]",[7],"[4, 6, 4, 5, 4, 8, 2, 4, 7]"
CBOE,2023-02-17,"[3, 4, 3, 4, 2, 6]",[],"[3, 4, 3, 4, 2, 6]"
CBOE,2024-02-16,"[4, 5, 4, 5, 4, 6]",[],"[4, 5, 4, 5, 4, 6]"
CBRE,2021-02-24,"[8, 7, 8, 8, 3, 8, 7, 6, 7, 3, 5, 5, 6, 6, 7, 4]","[7, 3]","[8, 7, 8, 8, 3, 8, 7, 6, 7, 3, 5, 5, 6, 6, 7, 4, 7, 3]"
CBRE,2022-03-01,"[6, 7, 6, -1, 2, 5, 7, 5]",[],"[6, 7, 6, -1, 2, 5, 7, 5]"
CBRE,2023-02-27,"[9, 2, 1]","[7, 2, 1]","[9, 2, 1, 7, 2, 1]"
CBRE,2024-02-20,"[4, 3, 6]",[5],"[4, 3, 6, 5]"
CB,2021-02-25,"[3, 5, 5, 3, 2, 1]","[5, 10, 7, 5]","[3, 5, 5, 3, 2, 1, 5, 10, 7, 5]"
CB,2022-02-24,"[7, 6, 8, 6, 4, 4, 2]",[7],"[7, 6, 8, 6, 4, 4, 2, 7]"
CB,2023-02-24,"[8, 4, 5, 7, 6, 1]",[],"[8, 4, 5, 7, 6, 1]"
CB,2024-02-23,"[4, 2]",[5],"[4, 2, 5]"
CCI,2021-02-22,"[5, 3, 2, 3, 2, -3, 2, 5, 5]",[-3],"[5, 3, 2, 3, 2, -3, 2, 5, 5, -3]"
CCI,2022-02-22,"[8, 4, 4, 6, 4, -4, 5, 9, 6]",[-4],"[8, 4, 4, 6, 4, -4, 5, 9, 6, -4]"
CCI,2023-02-24,[9],[4],"[9, 4]"
CCI,2024-02-23,[7],[],[7]
CCL,2024-01-26,"[4, 7, 5, 6, 3, 2, 5, 2, 2, 5, 5]",[5],"[4, 7, 5, 6, 3, 2, 5, 2, 2, 5, 5, 5]"
CDNS,2021-02-22,"[5, 7, 1, 5, 5, 4, 5, 5, 1, 1, 2, 1]","[7, 1, 5, 4, 5, 0]","[5, 7, 1, 5, 5, 4, 5, 5, 1, 1, 2, 1, 7, 1, 5, 4, 5, 0]"
CDNS,2022-02-22,"[3, 3, 7, 2, -1, 6, 4, 5, 5, 5, 6, 2, 2]","[3, 7, 2, -1, 2, 2, -3]","[3, 3, 7, 2, -1, 6, 4, 5, 5, 5, 6, 2, 2, 3, 7, 2, -1, 2, 2, -3]"
CDNS,2023-02-13,"[3, 4, 3, 4, 6, 4, 2, 0]","[4, 3, 0, 0]","[3, 4, 3, 4, 6, 4, 2, 0, 4, 3, 0, 0]"
CDNS,2024-02-14,"[5, 4, 1]",[],"[5, 4, 1]"
CDW,2021-02-26,"[6, 2, 4, 8, 5, 5, 1, 3, 4]","[6, 2, 1, 3, 2]","[6, 2, 4, 8, 5, 5, 1, 3, 4, 6, 2, 1, 3, 2]"
CDW,2022-02-28,"[8, 9, 8, 7, 7, 6, 6, 7, 6, 6]","[6, 6]","[8, 9, 8, 7, 7, 6, 6, 7, 6, 6, 6, 6]"
CDW,2023-02-24,"[7, 4, 8, 7, 3, 5, 3, 3, 3, 1, 6]",[2],"[7, 4, 8, 7, 3, 5, 3, 3, 3, 1, 6, 2]"
CDW,2024-02-26,"[4, 4, 5]",[],"[4, 4, 5]"
CEG,2022-02-25,"[6, 4, 3, 4, 7, 3, 2, 3]","[4, 3, -2, -1, -2, 7, 2]","[6, 4, 3, 4, 7, 3, 2, 3, 4, 3, -2, -1, -2, 7, 2]"
CEG,2023-02-16,"[7, 5, 4, 3, 2, 2, 0, 3]",[],"[7, 5, 4, 3, 2, 2, 0, 3]"
CE,2021-02-11,"[10, 8, 8, 7, 6, 6, 5, 5, 3]","[8, 7, 7, 0, -5, 5]","[10, 8, 8, 7, 6, 6, 5, 5, 3, 8, 7, 7, 0, -5, 5]"
CE,2022-02-10,"[6, 6, 5, 3, 2]","[1, 5]","[6, 6, 5, 3, 2, 1, 5]"
CE,2023-02-24,"[3, 4, 7]","[4, 4]","[3, 4, 7, 4, 4]"
CE,2024-02-23,"[4, 1, 5]",[],"[4, 1, 5]"
CFG,2023-02-17,"[7, 7, 5, 6, 4, 6]",[],"[7, 7, 5, 6, 4, 6]"
CFG,2024-02-16,"[4, 5]",[],"[4, 5]"
CF,2021-02-24,"[5, 5, 6, 5, 7, 5, 6, 5, 2, -1, 2]",[5],"[5, 5, 6, 5, 7, 5, 6, 5, 2, -1, 2, 5]"
CF,2022-02-24,"[4, 5, 3, 4, 4, 4, 2, 1, -2]",[5],"[4, 5, 3, 4, 4, 4, 2, 1, -2, 5]"
CF,2023-02-23,[6],[],[6]
CF,2024-02-22,"[6, 4]",[],"[6, 4]"
CHD,2021-02-18,"[7, 6, 4, 4, 5, 6, 6, 3]","[6, 3, 6, 4, 2]","[7, 6, 4, 4, 5, 6, 6, 3, 6, 3, 6, 4, 2]"
CHD,2022-02-17,"[4, 5, 2, 7, 4, 7, 3, 4, 6]","[3, 4, 5]","[4, 5, 2, 7, 4, 7, 3, 4, 6, 3, 4, 5]"
CHD,2023-02-16,"[6, 4, 5, 5, 7, 5, 6, 7, 5, 5, 8]",[5],"[6, 4, 5, 5, 7, 5, 6, 7, 5, 5, 8, 5]"
CHD,2024-02-15,"[5, 4, 3, 3]",[5],"[5, 4, 3, 3, 5]"
CHRW,2021-02-19,"[8, 5, 4, 5]","[6, 7, 4, 7, 2, 4, 5, 5]","[8, 5, 4, 5, 6, 7, 4, 7, 2, 4, 5, 5]"
CHRW,2022-02-23,"[7, 4, 6, 3]","[5, 3, 6, 7, 4, 3, 2, 1, 2]","[7, 4, 6, 3, 5, 3, 6, 7, 4, 3, 2, 1, 2]"
CHRW,2023-02-17,"[1, 7, 8, 4, 5]",[1],"[1, 7, 8, 4, 5, 1]"
CHRW,2024-02-16,"[2, 1]",[],"[2, 1]"
CHTR,2021-01-29,"[6, 3, 4, 4, 6, 3, 2, 2]","[3, 6, 3, 6, 3, 4, 6, 8, 7, 7, 4, -3, 3, 3, 6, 2]","[6, 3, 4, 4, 6, 3, 2, 2, 3, 6, 3, 6, 3, 4, 6, 8, 7, 7, 4, -3, 3, 3, 6, 2]"
CHTR,2022-01-28,"[6, 4, 5, 2, 3, -1, 6, 2, 1]","[4, 4, 0]","[6, 4, 5, 2, 3, -1, 6, 2, 1, 4, 4, 0]"
CHTR,2023-01-27,[6],[1],"[6, 1]"
CHTR,2024-02-02,[],[],[]
CINF,2021-02-25,"[8, 9, 6, 5, 5, 4, 5, 0]","[9, 8, 5, 5, 5, 0]","[8, 9, 6, 5, 5, 4, 5, 0, 9, 8, 5, 5, 5, 0]"
CINF,2022-02-24,"[5, 7, 6, 6, 7, 5, 6, -1, 4, 3]","[5, 6, 5, 6, 2, 5, 0, -1, 4]","[5, 7, 6, 6, 7, 5, 6, -1, 4, 3, 5, 6, 5, 6, 2, 5, 0, -1, 4]"
CINF,2023-02-23,"[6, 7, 6, 6, 4, 1, 5, -4, 2, 3, 3]","[6, 5, 3, -4, 1, 4]","[6, 7, 6, 6, 4, 1, 5, -4, 2, 3, 3, 6, 5, 3, -4, 1, 4]"
CI,2021-02-25,"[8, 7, 5, 6, 4, 6, 5]","[6, 5, 5]","[8, 7, 5, 6, 4, 6, 5, 6, 5, 5]"
CI,2022-02-24,"[8, 6, 5, 5, 5, 6, 3, 5]","[6, 6]","[8, 6, 5, 5, 5, 6, 3, 5, 6, 6]"
CI,2023-02-23,"[9, 7, 3, 5, 6, 5, 3, 3]",[],"[9, 7, 3, 5, 6, 5, 3, 3]"
CI,2024-02-29,"[3, 1, 3]",[],"[3, 1, 3]"
CLX,2023-08-10,"[6, 7, 4, 4, 3, 2]",[],"[6, 7, 4, 4, 3, 2]"
CLX,2024-08-08,"[6, 5, 5, 4, 6, 4, 3, 2, 3]",[],"[6, 5, 5, 4, 6, 4, 3, 2, 3]"
CL,2021-02-18,"[5, 8, 6, 5, 9, 6, 7, 3, 3, 3, 4, 3]","[3, 3, 8, -2, 3, 2, 4, 4, 2, 6, 3, 7, 4, 3, 7, 1, 4, 7, 5, 4, 3, 4, 7, 2]","[5, 8, 6, 5, 9, 6, 7, 3, 3, 3, 4, 3, 3, 3, 8, -2, 3, 2, 4, 4, 2, 6, 3, 7, 4, 3, 7, 1, 4, 7, 5, 4, 3, 4, 7, 2]"
CL,2022-02-17,"[6, 8, 9, 8, 7, 7, 6, 5, 3, 1]","[9, 2, 8, 7, 3]","[6, 8, 9, 8, 7, 7, 6, 5, 3, 1, 9, 2, 8, 7, 3]"
CL,2023-02-16,"[4, 9, 5, 4, 6, 7, 3, 3, 2, 1]","[4, 6, 7, 3, 2]","[4, 9, 5, 4, 6, 7, 3, 3, 2, 1, 4, 6, 7, 3, 2]"
CL,2024-02-15,"[2, 4, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 1]","[4, 2, 2, 1, 2, 3, 1, 1]","[2, 4, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 1, 4, 2, 2, 1, 2, 3, 1, 1]"
CMCSA,2021-02-04,"[8, 6, 5, 4, 6, 2]","[8, 6, 4, 6, 6, 5, 4, 6, 5, 5]","[8, 6, 5, 4, 6, 2, 8, 6, 4, 6, 6, 5, 4, 6, 5, 5]"
CMCSA,2022-02-02,"[7, 7, 5, 5, 3]","[7, 3, 3, 3, 3, 4]","[7, 7, 5, 5, 3, 7, 3, 3, 3, 3, 4]"
CMCSA,2023-02-03,"[5, 5, 7, 7]","[5, 5, 6, 0, 5]","[5, 5, 7, 7, 5, 5, 6, 0, 5]"
CMCSA,2024-01-31,"[4, 3, 5]",[3],"[4, 3, 5, 3]"
CME,2021-02-26,"[8, 4, 3, 5, 3, 3, 5, 6, 4, 6, 4, 4, 5, 2, 2, 2, 3, 2]",[2],"[8, 4, 3, 5, 3, 3, 5, 6, 4, 6, 4, 4, 5, 2, 2, 2, 3, 2, 2]"
CME,2022-02-25,"[1, 8, 5, 4, 9, 4, 3, 5, 4, 4, 6, 4, 4, 3, 4, 3, 6, 3, 3, 5, 1, 3, 5, 5]",[3],"[1, 8, 5, 4, 9, 4, 3, 5, 4, 4, 6, 4, 4, 3, 4, 3, 6, 3, 3, 5, 1, 3, 5, 5, 3]"
CME,2023-02-27,"[7, 4, 4, 7, 4, 4, 2, 3, 3, 4, 3, 3, 4, 4, 3, 3, 1, 2]",[2],"[7, 4, 4, 7, 4, 4, 2, 3, 3, 4, 3, 3, 4, 4, 3, 3, 1, 2, 2]"
CME,2024-02-28,[3],[],[3]
CMG,2021-02-10,"[8, 7, 7, 7, 6, 4, 6, 4, 4, 4, 5]",[1],"[8, 7, 7, 7, 6, 4, 6, 4, 4, 4, 5, 1]"
CMG,2022-02-11,"[4, 7, 4, 5, 5, 5, 6, 4, 7]",[2],"[4, 7, 4, 5, 5, 5, 6, 4, 7, 2]"
CMG,2023-02-09,"[4, 6, 9, 2]","[1, 1]","[4, 6, 9, 2, 1, 1]"
CMG,2024-02-08,"[4, 3]",[3],"[4, 3, 3]"
CMI,2021-02-10,"[8, 5, 7, 6, 8, 7, 2, 2, 5, 7, 3, 3, 5]","[6, 7, 2, 2]","[8, 5, 7, 6, 8, 7, 2, 2, 5, 7, 3, 3, 5, 6, 7, 2, 2]"
CMI,2022-02-08,"[4, 2, 4, 5, 3]","[5, 7, 3]","[4, 2, 4, 5, 3, 5, 7, 3]"
CMI,2023-02-14,"[4, 3, 0]","[4, 6, 1, 2]","[4, 3, 0, 4, 6, 1, 2]"
CMI,2024-02-12,"[5, 4]",[3],"[5, 4, 3]"
CMS,2021-02-11,"[7, 4, 6, 3, 3]","[6, 4, 3, 2, 1, -1, -2]","[7, 4, 6, 3, 3, 6, 4, 3, 2, 1, -1, -2]"
CMS,2022-02-10,"[6, 4, 4, 2, 0, 0, 2, 5, 4]","[0, 0, 3]","[6, 4, 4, 2, 0, 0, 2, 5, 4, 0, 0, 3]"
CMS,2023-02-09,"[9, 7, 6, 4, 3, 3]","[1, 3, 3]","[9, 7, 6, 4, 3, 3, 1, 3, 3]"
CMS,2024-02-08,[5],[],[5]
CNC,2021-02-22,"[3, 2, 3, 3, 8, 4, 4, 3, 4, 6, 4, 5]","[3, 6, 5, 6, 4]","[3, 2, 3, 3, 8, 4, 4, 3, 4, 6, 4, 5, 3, 6, 5, 6, 4]"
CNC,2022-02-22,"[7, 9, 5, 6, 5]","[6, 6, 2]","[7, 9, 5, 6, 5, 6, 6, 2]"
CNC,2023-02-21,"[3, 2, 4, 3, 2, 1, 2, 4]",[],"[3, 2, 4, 3, 2, 1, 2, 4]"
CNC,2024-02-20,"[4, 6, 5]","[5, 5, 3, 4]","[4, 6, 5, 5, 5, 3, 4]"
CNP,2021-02-25,"[6, 7, 8, 7, 8, 8, 5, 4, 2, 4, 5, 4, 8, 6]","[8, 7, 8, 8, 5, 4, 5, 8, 6]","[6, 7, 8, 7, 8, 8, 5, 4, 2, 4, 5, 4, 8, 6, 8, 7, 8, 8, 5, 4, 5, 8, 6]"
CNP,2022-02-22,"[4, 7, 5, 4, 4, 3, 3, 5, 4, 5]","[4, 7]","[4, 7, 5, 4, 4, 3, 3, 5, 4, 5, 4, 7]"
